first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Ellery,Balcombe,Balcombe,Goalkeeper,BRE,6.320031463664276,8.06302524766204,,,,3.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666286765576859,1.5283682579132365,1.442478005067918,0.9373041139586382,1.4452524101667974,1.7429937839977636,,,,,,,0.0,0.0,Brentford,38
Maxwel,Cornet,Cornet,Midfielder,WHU,5.418245538118031,8.061127051545297,0.0,0.0,has joined Genoa on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.628345696284508,1.1677941049424962,1.4324039888459128,1.7635378447016716,2.642881513427266,,,,,,,0.0,0.0,West Ham,38
Edson,Álvarez Velázquez,Álvarez,Midfielder,WHU,5.418245538118031,8.061127051545297,0.0,0.0,Has joined Fenerbahçe on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.628345696284508,1.1677941049424962,1.4324039888459128,1.7635378447016716,2.642881513427266,,,,,,,0.0,0.0,West Ham,38
Yasin,Özcan,Yasin,Defender,AVL,5.85781030626989,8.058412168234437,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41228016174551546,0.6914413633854115,1.2958586309825102,1.2987763898677558,2.159453760288697,2.2006018619645475,,,,,,,0.0,0.0,Aston Villa,38
Triston,Rowe,Rowe,Defender,AVL,5.85781030626989,8.058412168234437,0.0,0.0,has joined Annecy on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41228016174551546,0.6914413633854115,1.2958586309825102,1.2987763898677558,2.159453760288697,2.2006018619645475,,,,,,,0.0,0.0,Aston Villa,38
Angus,Gunn,Gunn,Goalkeeper,NFO,6.103349057563548,8.054789729074434,100.0,100.0,,4.0,1.1,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,1.2,0.0,0.0,0.1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9447209016031248,1.1418145322311888,1.2816857851784211,1.2957101518667087,1.4394176866841035,1.9514406715108858,,,,,,,0.0,0.0,Nott'm Forest,38
Guido,Rodríguez,G.Rodriguez,Midfielder,WHU,5.295628161684399,8.037179860403338,0.0,0.0,has joined Valencia on loan for the rest of the season.,4.8,0.0,0.0,1.7,8,0,1.3,0.0,0.02,0.02,0.04,,9.8,6.0,2.0,1.7,0.0,0,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.41420482852413487,0.6805532501895629,1.0318836075878393,1.3440783577765272,1.8249081176063346,2.74155169871894,,,,,,,0.0,0.0,West Ham,38
Patrick,Bamford,Bamford,Forward,LEE,5.636225603548311,8.033880200071305,0.0,0.0,has departed the club as a free agent.,4.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4373138493385538,0.7024175769426214,1.417176631750702,1.519674226012619,1.5596433195038153,2.397654596522994,,,,,,,0.0,0.0,Leeds,38
Alfie,Pond,Pond,Defender,WOL,5.637163359294466,8.028392588750908,0.0,0.0,has joined Crewe Alexandra on loan for the rest of the season.,3.9,0.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.43445981742442996,0.6872552706980072,1.2914818675887016,1.6327099216129775,1.59125648197035,2.3912292294564406,,,,,,,0.0,0.0,Wolves,38
Yang,Min-hyeok,Min-hyeok,Midfielder,TOT,5.390173444170312,8.019665592567494,0.0,0.0,has joined Coventry City on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.6279188955725611,1.1677941049424962,1.4230219855524524,1.7452745547593596,2.629492148397182,,,,,,,0.0,0.0,Spurs,38
Yusuf,Akhamrich,Akhamrich,Midfielder,TOT,5.390173444170312,8.019665592567494,0.0,0.0,has joined Bristol Rovers on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.6279188955725611,1.1677941049424962,1.4230219855524524,1.7452745547593596,2.629492148397182,,,,,,,0.0,0.0,Spurs,38
Julian,Eyestone,Eyestone,Goalkeeper,BRE,6.258363080065767,7.999340537146651,,,,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617523208394456,1.5169206553257626,1.4277394789030602,0.9368061597391015,1.4151444652583973,1.740977457080884,,,,,,,0.0,0.0,Brentford,38
Alfie,Brooks,Brooks,Goalkeeper,WOL,6.247996239572451,7.995575729283717,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0050431618351214,1.5418476399213155,1.3045268307572306,1.1143114723825924,1.282267134676191,1.7475794897112655,,,,,,,0.0,0.0,Wolves,38
Stefanos,Tzimas,Tzimas,Forward,BHA,6.1222518561595,7.95587687814184,0.0,0.0,Knee injury - Expected back 01 Jun,5.2,0.1,0.0,3.1,16,0,1.8,0.0,0.3,0.08,0.38,,66.6,65.7,44.0,17.7,0.0,1,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4709851842351745,0.7673390320861162,1.2879489590165318,1.1232639794632293,2.4727147013584485,1.8336250219823396,,,,,,,0.0,0.0,Brighton,38
Martial,Godo,Godo,Midfielder,FUL,5.291946488811525,7.881312875262285,0.0,0.0,has joined Strasbourg permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.6432577129741732,1.1623466546991257,1.4107907869656282,1.6493874308291554,2.5893663864507603,,,,,,,0.0,0.0,Fulham,38
Marko,Stamenić,Stamenic,Midfielder,NFO,5.291946488811525,7.881312875262285,0.0,0.0,Has joined Swansea City permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.6432577129741732,1.1623466546991257,1.4107907869656282,1.6493874308291554,2.5893663864507603,,,,,,,0.0,0.0,Nott'm Forest,38
Luke,Harris,Harris,Midfielder,FUL,5.291946488811525,7.881312875262285,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42616390334344245,0.6432577129741732,1.1623466546991257,1.4107907869656282,1.6493874308291554,2.5893663864507603,,,,,,,0.0,0.0,Fulham,38
Rico,Henry,Henry,Defender,BRE,5.724551082371362,7.8575345585274725,0.0,0.0,Hamstring injury - Expected back 01 Jun,4.3,0.1,0.0,12.1,52,0,2.1,0.0,0.01,0.04,0.05,,151.6,82.0,35.0,26.9,0.0,0,2,4,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.39586513257282324,0.7981554751279554,1.3435343599944596,1.4756638765885857,1.7113322380875389,2.1329834761561104,,,,,,,0.0,0.0,Brentford,38
Omar,Richards,O.Richards,Defender,NFO,5.496254881372286,7.832561492438941,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196942560004869,0.6564656989336248,1.1478221261161907,1.8047201861544406,1.4675526141675432,2.3363066110666555,,,,,,,0.0,0.0,Nott'm Forest,38
David,Mota Veiga Teixeira do Carmo,David Carmo,Defender,NFO,5.496254881372286,7.832561492438941,0.0,0.0,has joined Real Oviedo on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196942560004869,0.6564656989336248,1.1478221261161907,1.8047201861544406,1.4675526141675432,2.3363066110666555,,,,,,,0.0,0.0,Nott'm Forest,38
Luis Eduardo,Soares da Silva,Cuiabano,Defender,NFO,5.496254881372286,7.832561492438941,0.0,0.0,has joined Vasco de Gama on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196942560004869,0.6564656989336248,1.1478221261161907,1.8047201861544406,1.4675526141675432,2.3363066110666555,,,,,,,0.0,0.0,Nott'm Forest,38
Tyler,Morton,Morton,Midfielder,LIV,5.261962658714564,7.827165949460808,0.0,0.0,Has joined Lyon permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42693200607351084,0.6590158919216769,1.1613898078013318,1.4137971993132608,1.6008277536047841,2.5652032907462434,,,,,,,0.0,0.0,Liverpool,38
Stephen,Mfuni,Mfuni,Defender,MCI,5.476257795030971,7.821157006526201,0.0,0.0,has joined Watford on loan for the rest of the season.,3.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42700739835756585,0.6564656989336248,1.1499771577735693,1.8047201861544406,1.43808735381177,2.34489921149523,,,,,,,0.0,0.0,Man City,38
Stefan,Bajčetić Maquieira,Bajcetic,Midfielder,LIV,5.300560002105815,7.819272795690543,0.0,0.0,Hamstring injury - Unknown return date,4.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4289258258990592,0.6601350652911055,1.144041439531879,1.5014511386365093,1.5660065327472625,2.5187127935847275,,,,,,,0.0,0.0,Liverpool,38
Nayef,Aguerd,N.Aguerd,Defender,WHU,5.412226994957081,7.818836844708494,0.0,0.0,has joined Marseille permanently.,4.4,0.0,0.0,0.7,3,0,1.5,0.0,0.05,0.02,0.07,,39.0,3.9,8.0,5.1,0.0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.43652647720064275,0.7049957712905199,1.1983351548293404,1.3796419640949356,1.6927276275416423,2.406609849751414,,,,,,,0.0,0.0,West Ham,38
Maldini,Kacurri,Kacurri,Defender,ARS,5.469585440415125,7.8134886324995785,0.0,0.0,has joined Morecambe on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101861778138294,0.6800293213939428,1.3203248279024296,1.4859545305162993,1.5730905827886243,2.3439031920844533,,,,,,,0.0,0.0,Arsenal,38
Konstantinos,Tsimikas,Tsimikas,Defender,LIV,5.450512699509625,7.811574826467339,0.0,0.0,has joined AS Roma on loan for the rest of the season.,4.8,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4297190686246105,0.6673394216672746,1.1630283110630728,1.6740086714534284,1.5164172267012384,2.361062126957714,,,,,,,0.0,0.0,Liverpool,38
Simon,Adingra,Adingra,Midfielder,SUN,5.5343978303712715,7.807860821106888,0.0,0.0,has joined AS Monaco on loan for the rest of the season.,4.9,0.3,0.0,6.9,34,0,2.4,0.0,0.05,0.09,0.14,,81.4,116.8,75.0,27.0,0.0,1,1,4,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.3916620154660291,0.6757997624745379,1.167638170448941,1.2417145771899674,2.0575833047917964,2.2734629907356165,,,,,,,0.0,0.0,Sunderland,38
James,McConnell,McConnell,Midfielder,LIV,5.260531050809339,7.803596529352297,0.0,0.0,has joined Ajax on loan for the rest of the season.,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42693200607351084,0.6631737181388778,1.1705894412075764,1.408508262148673,1.5913276232407014,2.5430654785429576,,,,,,,0.0,0.0,Liverpool,38
Owen,Dodgson,Dodgson,Defender,BUR,5.516187831755172,7.802674439761234,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337516743561391,0.656104527955413,1.1613798101822024,1.7342615648118014,1.530690254449616,2.2864866080060624,,,,,,,0.0,0.0,Burnley,38
Shurandy,Sambo,Sambo,Defender,BUR,5.516187831755172,7.802674439761234,0.0,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337516743561391,0.656104527955413,1.1613798101822024,1.7342615648118014,1.530690254449616,2.2864866080060624,,,,,,,0.0,0.0,Burnley,38
Walter,Benítez,Benitez,Goalkeeper,CRY,6.140908521433056,7.786072403087658,100.0,100.0,,3.9,0.3,0.0,1.8,7,0,7.0,0.0,0.0,0.0,0.0,,22.8,0.0,0.0,2.3,0.0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9977034465500701,1.329453807143686,1.2134151694695405,0.9409003489451702,1.6594357493245888,1.645163881654602,,,,,,,0.0,0.0,Crystal Palace,38
Lewis,Orford,Orford,Midfielder,WHU,5.224405980718986,7.776147614994053,0.0,0.0,has joined Stevenage on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42693200607351084,0.6518194128567038,1.1397823959391236,1.4082251339939422,1.597647031855706,2.551741634275067,,,,,,,0.0,0.0,West Ham,38
Brandon,Austin,Austin,Goalkeeper,TOT,6.024127996987447,7.7560128137362465,,,,3.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.00656017974607,1.600690174807504,1.1018071361926773,1.0455510400181132,1.2695194662230826,1.7318848167487992,,,,,,,0.0,0.0,Spurs,38
Jamie,Bynoe-Gittens,Gittens,Midfielder,CHE,6.356301211491706,7.731516508725571,25.0,25.0,Hamstring injury - 25% chance of playing,6.0,0.1,0.0,4.2,25,0,1.6,0.0,0.15,0.17,0.32,,93.0,130.4,91.0,31.3,0.0,0,2,1,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6213928365839814,1.453052988431768,1.2138284187943427,1.1877785780835608,1.880248389598053,1.3752152972338652,,,,,,,0.0,0.0,Chelsea,38
Matt,Targett,Targett,Defender,NEW,5.400723284976683,7.722796070849952,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.409418075083761,0.6798435470314812,1.3203248279024296,1.4428351628337253,1.5483016721252856,2.322072785873269,,,,,,,0.0,0.0,Newcastle,38
Giovanni,Leoni,Leoni,Defender,LIV,5.31930428752835,7.718056446687206,0.0,0.0,Knee injury - Expected back 01 Sep,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4297190686246105,0.6779030056068643,1.1640836103537762,1.5199157618569314,1.5276828410861674,2.398752159158856,,,,,,,0.0,0.0,Liverpool,38
Harry,Amass,Amass,Defender,MUN,5.3902225782833995,7.7122953641566685,0.0,0.0,has joined Norwich City on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074329498923572,0.6798435470314812,1.3257163394329439,1.4289280698013314,1.5483016721252856,2.322072785873269,,,,,,,0.0,0.0,Man Utd,38
Bastien,Meupiyou Menadjou,Meupiyou,Defender,WOL,5.36424722310496,7.711028309410651,0.0,0.0,On loan to FC Alverca,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42259801834871813,0.7257459227545773,1.216948970686023,1.4477145956774977,1.5512397156381443,2.346781086305691,,,,,,,0.0,0.0,Wolves,38
Arnaud,Kalimuendo,Kalimuendo,Forward,NFO,5.841810828962915,7.710197310077662,0.0,0.0,has joined Eintracht Frankfurt on loan for the rest of the season.,6.0,0.1,0.0,1.5,9,0,1.0,0.0,0.44,0.02,0.46,,6.8,17.7,39.0,6.3,0.0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.46282981193504197,0.8145725391005392,1.3864277465590096,1.6202250727041267,1.5577556586641967,1.8683864811147473,,,,,,,0.0,0.0,Nott'm Forest,38
Harry,Gray,Gray,Forward,LEE,5.337774486284511,7.672353153270455,0.0,0.0,has joined Rotherham United on loan for the rest of the season.,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41875017726187125,0.6788846011949073,1.3843547467305224,1.3786161424739563,1.477168818623253,2.3345786669859443,,,,,,,0.0,0.0,Leeds,38
Harrison,Ashby,Ashby,Defender,NEW,5.3525124205059225,7.662954224346633,0.0,0.0,has joined Bradford City on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074329498923572,0.6798435470314812,1.3263434459755845,1.4093729846435323,1.5295194929629665,2.3104418038407104,,,,,,,0.0,0.0,Newcastle,38
Saša,Kalajdžić,Kalajdžić,Forward,WOL,5.4770495464149,7.6620011235674745,0.0,0.0,has joined LASK on loan for the rest of the season.,4.9,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.06,0.06,,1.0,4.3,2.0,0.7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673397569947,0.7778689759343658,1.3530367989483505,1.3043651024277345,1.5744389121097497,2.1849515771525745,,,,,,,0.0,0.0,Wolves,38
Václav,Hladký,Hladký,Goalkeeper,BUR,6.016170328816179,7.660763950528805,,,,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0197197744937536,1.5514796278963001,1.0868772230698447,1.009440387828823,1.3486533155274578,1.6445936217126256,,,,,,,0.0,0.0,Burnley,38
Fábio,Soares Silva,Fábio Silva,Forward,WOL,5.341032390130867,7.6543274357910995,0.0,0.0,has joined Borussia Dortmund permanently.,4.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44886250047554477,0.7025051670656023,1.2972604484499666,1.408310962301711,1.4840933118380424,2.313295045660232,,,,,,,0.0,0.0,Wolves,38
Ederson,Santana de Moraes,Ederson M.,Goalkeeper,MCI,5.153794992827327,7.620418212680004,0.0,0.0,has joined Fenerbache permanently.,5.3,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4446532786205959,0.670194648431969,1.24238505111291,1.3447222250583577,1.4518397896034942,2.4666232198526776,,,,,,,0.0,0.0,Man City,38
Jayden,Meghoma,Meghoma,Defender,BRE,5.769586378285442,7.611152569053382,0.0,0.0,Has joined Rangers on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102950365541117,0.7217221206253355,1.3223250204810328,1.2431242815695152,2.072119919055448,1.8415661907679395,,,,,,,0.0,0.0,Brentford,38
Aji,Alese,Alese,Defender,SUN,5.465448030259724,7.601363839924669,0.0,0.0,has joined Portsmouth on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.40673544311932747,0.6195203348164291,1.1961760466659648,1.0139380220714833,2.2290781835865188,2.1359158096649447,,,,,,,0.0,0.0,Sunderland,38
Leo Fuhr,Hjelde,Hjelde,Defender,SUN,5.465448030259724,7.601363839924669,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.40673544311932747,0.6195203348164291,1.1961760466659648,1.0139380220714833,2.2290781835865188,2.1359158096649447,,,,,,,0.0,0.0,Sunderland,38
Alfie,McNally,McNally,Goalkeeper,FUL,5.893135052616927,7.5898526016594285,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0026756038142635,1.595497708994049,1.0967863089728394,1.0312320423994985,1.1669433884362763,1.6967175490425022,,,,,,,0.0,0.0,Fulham,38
Niall,Huggins,Huggins,Defender,SUN,5.44459907584364,7.582085174157699,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.40673544311932747,0.6098955398731025,1.1868378186591322,1.0117750914915362,2.229355182700542,2.1374860983140587,,,,,,,0.0,0.0,Sunderland,38
Ben,Davies,Davies,Defender,TOT,5.198884592505377,7.573138972286923,0.0,0.0,Ankle injury - Unknown return date,4.3,0.1,0.0,2.3,10,0,3.3,0.0,0.32,0.05,0.37,,67.4,22.2,52.0,14.2,0.0,1,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.42763746898552285,0.7102384536899194,1.1543574556241059,1.317795123444059,1.5888560907617695,2.3742543797815467,,,,,,,0.0,0.0,Spurs,38
Finlay,Herrick,Herrick,Goalkeeper,WHU,5.874519871375769,7.562744622685274,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0011349798432105,1.595497708994049,1.0967863089728394,1.027062363378953,1.154038510186718,1.688224751309505,,,,,,,0.0,0.0,West Ham,38
Benjamin,Fredrick,Fredrick,Defender,BRE,5.689068224743323,7.535006175401813,0.0,0.0,has joined Dender on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102950365541117,0.690114251432293,1.2995074464366336,1.235348767163961,2.0538027231563243,1.8459379506584896,,,,,,,0.0,0.0,Brentford,38
Lino,da Cruz Sousa,Sousa,Defender,AVL,5.677876850917178,7.529951103650809,0.0,0.0,has joined Rotherham on loan for the rest of the season.,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41228885637966,0.6914413633854115,1.3056862806758343,1.234013033422384,2.0344473170538886,1.8520742527336314,,,,,,,0.0,0.0,Aston Villa,38
Timothée,Pembélé,Pembele,Defender,SUN,5.3670002575778675,7.5283365705641945,0.0,0.0,has joined Le Havre AC on loan for the rest of the season.,3.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.40872926294487577,0.6098955398731025,1.191998506941411,0.9889604268399378,2.1674165209785405,2.161336312986327,,,,,,,0.0,0.0,Sunderland,38
Kim,Ji-soo,Ji-soo,Defender,BRE,5.642894264682279,7.483746052266994,0.0,0.0,has joined Kaiserslautern on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102950365541117,0.6886899095781549,1.302845569105421,1.1998414261198134,2.041222323324778,1.8408517875847157,,,,,,,0.0,0.0,Brentford,38
