first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Granit,Xhaka,Xhaka,Midfielder,SUN,13.94109703797566,15.57108771078159,100.0,100.0,,5.1,3.2,0.0,24.3,124,1,3.6,0.0,0.03,0.12,0.15,,685.0,595.3,101.0,138.1,90.0,1,6,9,39,32,10.0,10.0,0.0,3.0,7.0,0.0,3.708634406754948,2.8599941048827775,3.11230261573747,1.910221497754438,2.349944412846024,1.6299906728059321,,,,,,,10.0,10.0,Sunderland,38
Tim,Iroegbunam,Iroegbunam,Midfielder,EVE,13.195498603494379,15.52781735712166,100.0,100.0,,4.8,0.0,0.0,14.2,68,4,2.3,0.0,0.03,0.04,0.07,,255.0,125.2,81.0,45.9,83.0,0,3,8,18,17,13.0,14.096385542168674,3.0,5.0,5.0,2.0,3.0833068986756325,2.9778338067687873,2.5621505092514156,2.3666304062037202,2.205576982594823,2.3323187536272796,,,,,,,13.0,14.096385542168674,Everton,38
Brennan,Johnson,Johnson,Midfielder,CRY,12.989682266436535,15.525551856135111,,,,6.5,2.4,0.0,10.0,65,0,1.9,0.0,0.13,0.07,0.2,,223.4,311.1,230.0,75.8,0.0,2,1,6,24,19,0.0,0.0,0.0,0.0,0.0,0.0,1.573453046732989,4.439485300134386,2.111971162148593,2.050648636956523,2.814124120464043,2.5358695896985766,,,,,,,0.0,0.0,Crystal Palace,38
Carlos,Baleba,Baleba,Midfielder,BHA,13.324836431901446,15.5074194063657,100.0,100.0,,4.5,1.5,0.0,12.4,56,1,1.8,0.0,0.04,0.04,0.08,,166.8,156.3,44.0,36.8,31.0,0,0,7,19,23,9.0,26.129032258064516,2.0,1.0,6.0,0.0,2.8973466899040914,3.000253603396301,2.391220558830592,2.6755711469088324,2.360444432861626,2.182582974464255,,,,,,,9.0,26.129032258064516,Brighton,38
Jérémy,Doku,Doku,Midfielder,MCI,12.681455734812367,15.501687290280078,100.0,100.0,,6.5,6.6,0.0,18.5,120,1,4.0,0.0,0.15,0.3,0.45,,540.2,841.6,645.0,202.5,13.0,5,8,8,18,19,0.0,0.0,0.0,0.0,0.0,0.0,2.8605695236528184,3.099257229142675,2.0451226825026527,2.1682947119160256,2.5082115875981943,2.820231555467711,,,,,,,0.0,0.0,Man City,38
Piero,Hincapié,Hincapie,Defender,ARS,13.816836271156742,15.488026808597859,100.0,100.0,,5.1,0.9,0.0,17.1,87,2,3.5,0.0,0.02,0.08,0.1,,453.6,184.7,72.0,70.9,90.0,1,2,5,19,20,5.0,5.0,0.0,5.0,4.0,0.0,3.183494497032394,2.82682301190572,2.4251570139245393,3.0311296771042198,2.35023207118987,1.6711905374411167,,,,,,,5.0,5.0,Arsenal,38
Guglielmo,Vicario,Vicario,Goalkeeper,TOT,12.61113487626913,15.479263018766025,100.0,100.0,,4.7,4.7,0.0,19.1,90,0,2.9,0.0,0.0,0.0,0.0,,709.2,10.1,0.0,72.2,0.0,0,0,7,50,31,0.0,0.0,0.0,0.0,0.0,0.0,1.8993904854366581,2.836727148432902,2.604036174372046,2.6565106925022874,2.6144703755252365,2.8681281424968947,,,,,,,0.0,0.0,Spurs,38
Ryan,Gravenberch,Gravenberch,Midfielder,LIV,13.051211691742791,15.456718336461897,100.0,100.0,,5.4,3.7,0.0,26.7,144,2,4.0,0.0,0.06,0.07,0.13,,687.0,497.2,220.0,140.1,82.0,5,5,9,42,34,7.0,7.682926829268292,3.0,2.0,2.0,0.0,3.3481461479794605,2.590303540419225,2.6570016706850264,2.3084726051813362,2.1472877274777424,2.4055066447191047,,,,,,,7.0,7.682926829268292,Liverpool,38
Joël,Veltman,Veltman,Defender,BHA,12.512523990812703,15.42996960654911,100.0,100.0,,4.3,0.1,0.0,10.7,46,0,1.9,0.0,0.1,0.02,0.12,,247.0,80.5,68.0,39.6,0.0,1,0,2,13,9,0.0,0.0,0.0,0.0,0.0,0.0,1.9916223436348397,3.030776626882087,2.3673237621640957,2.7357902327597463,2.3870110253719323,2.917445615736407,,,,,,,0.0,0.0,Brighton,38
John,McGinn,McGinn,Midfielder,AVL,12.738986699039115,15.416066829119536,100.0,100.0,,5.3,0.7,0.0,19.4,103,1,3.4,0.0,0.13,0.17,0.3,,459.8,605.3,309.0,137.3,4.0,5,4,8,28,28,2.0,45.0,1.0,0.0,1.0,0.0,2.500385860242468,3.045655688680601,2.109312007261604,2.644021036391047,2.439612106463395,2.677080130080421,,,,,,,2.0,45.0,Aston Villa,38
Toti,Gomes,Toti,Defender,WOL,12.600973944236497,15.412986449676039,100.0,100.0,,4.2,0.1,0.0,9.8,41,1,2.2,0.0,0.03,0.02,0.05,,349.0,92.7,73.0,51.7,24.0,0,0,1,33,17,1.0,3.75,0.0,1.0,1.0,0.0,2.759211628336962,2.5788156616448066,2.0520600769888,2.4762497739857716,2.734636803280158,2.8120125054395424,,,,,,,1.0,3.75,Wolves,38
Randal,Kolo Muani,Kolo Muani,Forward,TOT,13.135386577716215,15.391904440494258,100.0,100.0,,6.9,0.4,0.0,7.5,52,1,1.7,0.0,0.11,0.09,0.2,,169.6,267.3,287.0,71.0,17.0,1,1,4,31,21,1.0,5.294117647058823,1.0,0.0,0.0,0.0,2.745052920842121,2.7529844193995894,2.353929349079751,2.8364770292107258,2.446942859184027,2.2565178627780442,,,,,,,1.0,5.294117647058823,Spurs,38
Giorgi,Mamardashvili,Mamardashvili,Goalkeeper,LIV,12.170243323737013,15.369211911704626,100.0,100.0,,4.1,0.7,0.0,8.3,34,0,3.4,0.0,0.0,0.0,0.0,,275.6,0.0,0.0,27.5,0.0,0,0,2,18,10,0.0,0.0,0.0,0.0,0.0,0.0,1.9457605624243888,2.911603732201019,2.425205373115703,2.332803390487655,2.5548702655082476,3.1989685879676135,,,,,,,0.0,0.0,Liverpool,38
Milos,Kerkez,Kerkez,Defender,LIV,12.459101407745703,15.355166372632729,100.0,100.0,,5.6,2.9,0.0,15.2,85,1,2.5,0.0,0.06,0.03,0.09,,434.6,415.8,141.0,99.4,7.0,2,1,6,37,27,2.0,25.714285714285715,0.0,2.0,1.0,0.0,2.2845880289026157,2.8221893202732256,2.4953571436719666,2.4050401230592477,2.4519267918386474,2.8960649648870267,,,,,,,2.0,25.714285714285715,Liverpool,38
Marco,Bizot,M.Bizot,Goalkeeper,AVL,12.899409928406907,15.347869657917224,100.0,100.0,,4.2,0.4,0.0,3.8,16,2,2.3,0.0,0.0,0.0,0.0,,139.2,0.0,0.0,13.9,90.0,0,0,1,10,6,0.0,0.0,0.0,3.0,3.0,0.0,3.5254940803184405,2.5848347389359985,2.400647207136032,1.9087769858487926,2.4796569161676443,2.4484597295103163,,,,,,,0.0,0.0,Aston Villa,38
Nicolás,Domínguez,Dominguez,Midfielder,NFO,12.90678067325981,15.340619916798511,100.0,100.0,,5.0,0.0,0.0,9.6,48,1,1.8,0.0,0.11,0.06,0.17,,264.8,193.5,138.0,59.7,25.0,1,1,3,20,17,3.0,10.799999999999999,2.0,0.0,1.0,0.0,2.83299047992866,2.7889652537876106,2.2912213923266664,2.7029497905657305,2.2906537566511433,2.433839243538701,,,,,,,3.0,10.799999999999999,Nott'm Forest,38
Joe,Willock,Willock,Midfielder,NEW,13.212703615462239,15.306134639252267,100.0,100.0,,5.0,0.1,0.0,7.6,38,2,1.6,0.0,0.12,0.1,0.22,,145.4,205.8,204.0,55.5,90.0,0,2,3,18,10,6.0,6.0,2.0,3.0,1.0,0.0,3.2002763697426757,2.917622396552118,2.5802539058737652,2.5002844847805124,2.0142664585131707,2.093431023790029,,,,,,,6.0,6.0,Newcastle,38
Aaron,Wan-Bissaka,Wan-Bissaka,Defender,WHU,12.31224720711489,15.302559384376849,100.0,100.0,,4.1,4.3,0.0,16.3,67,0,2.7,0.0,0.0,0.04,0.04,,432.0,305.6,30.0,77.2,0.0,0,3,3,43,23,0.0,0.0,0.0,0.0,0.0,0.0,1.9512102721681077,3.0663663519322064,2.299162161198073,2.4361914250327517,2.559316996783752,2.99031217726196,,,,,,,0.0,0.0,West Ham,38
Christian,Nørgaard,Nørgaard,Midfielder,ARS,12.17118793107662,15.284066642755946,100.0,100.0,,5.1,0.1,0.0,1.4,7,1,1.0,0.0,0.07,0.04,0.11,,23.4,5.5,10.0,4.0,45.0,0,0,0,1,1,5.0,10.0,3.0,2.0,0.0,0.0,3.196834442301243,2.099184473280702,1.6753568974451825,2.456241944950218,2.7435701730992745,3.1128787116793246,,,,,,,5.0,10.0,Arsenal,38
Antonee,Robinson,Robinson,Defender,FUL,13.656902121342679,15.26844271372271,100.0,100.0,,4.9,0.9,0.0,13.3,65,6,3.0,0.0,0.06,0.1,0.16,,375.0,334.6,82.0,79.3,90.0,1,0,4,19,17,7.0,7.0,3.0,4.0,4.0,0.0,3.0179640539032713,2.442516990699521,3.1780488076893905,2.3715383571625437,2.646833911887951,1.6115405923800319,,,,,,,7.0,7.0,Fulham,38
Mason,Mount,Mount,Midfielder,MUN,13.751584091172784,15.239918940378677,100.0,100.0,,5.9,0.3,0.0,9.8,58,5,2.5,0.0,0.14,0.14,0.28,,201.2,214.1,165.0,58.0,73.0,3,0,5,15,12,13.0,16.027397260273972,4.0,2.0,7.0,2.0,3.321049066131499,2.7203431658036132,2.2371765673362454,3.175863943350836,2.2971513485505897,1.4883348492058928,,,,,,,13.0,16.027397260273972,Man Utd,38
Youri,Tielemans,Tielemans,Midfielder,AVL,13.532560133582944,15.231837496988211,100.0,100.0,,5.9,0.7,0.0,11.5,68,1,2.7,0.0,0.06,0.16,0.22,,432.0,513.6,184.0,113.1,17.0,0,4,4,27,21,4.0,21.176470588235293,2.0,1.0,1.0,0.0,3.036423759197911,3.008625410599566,2.020871885359404,3.1155542107120535,2.3510848677140084,1.6992773634052674,,,,,,,4.0,21.176470588235293,Aston Villa,38
Solly,March,March,Midfielder,BHA,11.91988263630185,15.216947317506719,100.0,100.0,,5.8,0.0,0.0,0.7,4,1,1.0,0.0,0.09,0.05,0.14,,7.4,2.2,23.0,3.2,31.0,0,0,0,1,0,5.0,14.516129032258064,2.0,0.0,3.0,0.0,2.567668739351833,2.5387430722433635,1.9138917700839357,2.18439406299891,2.7151849916238078,3.297064681204869,,,,,,,5.0,14.516129032258064,Brighton,38
Georginio,Rutter,Georginio,Midfielder,BHA,12.596385714588383,15.099839681430517,100.0,100.0,,5.6,0.3,0.0,15.5,87,1,2.7,0.0,0.15,0.15,0.3,,338.6,349.5,448.0,113.5,16.0,3,5,7,20,20,2.0,11.25,0.0,1.0,1.0,0.0,2.673183313871499,2.737235367975169,2.463377325759104,2.2075841097493987,2.5150055972332126,2.503453966842133,,,,,,,2.0,11.25,Brighton,38
John,Stones,Stones,Defender,MCI,12.246935453480763,15.093879925105673,100.0,100.0,,5.4,0.6,0.0,3.0,16,3,1.8,0.0,0.0,0.02,0.02,,101.8,24.4,4.0,13.0,77.0,0,0,1,10,5,10.0,11.688311688311689,1.0,9.0,2.0,2.0,2.4274909695058833,2.7089505733518844,1.8484394250347833,2.486148833393795,2.775905652194418,2.8469444716249104,,,,,,,10.0,11.688311688311689,Man City,38
Jair,Paula da Cunha Filho,Jair Cunha,Defender,NFO,11.903379580382389,15.09362912664184,100.0,100.0,,4.2,0.1,0.0,3.1,13,2,1.4,0.0,0.05,0.01,0.06,,98.0,15.2,29.0,14.2,62.0,0,0,0,7,6,3.0,4.354838709677419,0.0,3.0,3.0,0.0,2.4088141466630324,2.5296421618258793,1.9891109869466397,2.485503490161089,2.490308794785747,3.1902495462594516,,,,,,,3.0,4.354838709677419,Nott'm Forest,38
Tom,Cairney,Cairney,Midfielder,FUL,13.257968142668716,15.091312499626643,100.0,100.0,,4.8,0.0,0.0,8.5,41,6,1.7,0.0,0.14,0.1,0.24,,153.4,195.6,64.0,41.4,30.0,2,0,2,10,6,5.0,15.0,1.0,2.0,2.0,0.0,2.7616286071223377,2.881676923849496,2.4964797422435345,2.7411023321188255,2.377080537334522,1.833344356957927,,,,,,,5.0,15.0,Fulham,38
Kevin,Santos Lopes de Macedo,Kevin,Midfielder,FUL,13.283393019588546,15.069767469833211,100.0,100.0,,5.7,0.1,0.0,8.6,49,4,1.9,0.0,0.11,0.13,0.24,,216.0,246.6,243.0,70.4,59.0,1,3,4,15,9,4.0,6.101694915254237,0.0,0.0,4.0,0.0,2.880063311719956,3.2970861893313264,2.178388575668249,2.671644800256619,2.2562101426123955,1.7863744502446643,,,,,,,4.0,6.101694915254237,Fulham,38
Josh,King,King,Midfielder,FUL,12.33555135147301,15.06079035921041,100.0,100.0,,4.4,1.6,0.0,14.3,63,1,2.0,0.0,0.17,0.05,0.22,,207.4,198.7,336.0,73.3,18.0,1,3,5,18,15,4.0,20.0,1.0,0.0,3.0,0.0,2.186683767573097,2.578548111732775,2.4756232402993494,2.277924436069478,2.81677179579831,2.7252390077374007,,,,,,,4.0,20.0,Fulham,38
Adam,Wharton,Wharton,Midfielder,CRY,12.374970532933906,15.047653553234673,100.0,100.0,,5.0,0.7,0.0,22.4,112,1,3.3,0.0,0.05,0.26,0.31,,494.4,720.0,180.0,139.6,16.0,1,6,8,43,29,1.0,5.625,0.0,0.0,1.0,0.0,2.5358405404626847,2.9859674012846034,2.251078967177511,2.253645111442035,2.3484385125670735,2.672683020300766,,,,,,,1.0,5.625,Crystal Palace,38
Jacob,Murphy,J.Murphy,Midfielder,NEW,12.173136278132857,15.034951335504507,100.0,100.0,,5.9,0.6,0.0,13.9,82,1,2.5,0.0,0.17,0.15,0.32,,330.8,393.7,346.0,106.0,45.0,3,2,8,20,19,1.0,2.0,0.0,1.0,0.0,0.0,2.910617078711274,2.4611105552111283,2.1226680740893826,2.4964012535906686,2.182339316530403,2.8618150573716505,,,,,,,1.0,2.0,Newcastle,38
Alexander,Isak,Isak,Forward,LIV,12.508272058234724,15.033004169927905,75.0,100.0,,10.3,3.8,0.0,4.0,41,0,2.9,0.0,0.34,0.01,0.35,,146.4,39.2,191.0,36.9,0.0,3,1,1,9,8,0.0,0.0,0.0,0.0,0.0,0.0,2.136822266311925,3.122348563639152,2.7184482975435116,2.3338623891534875,2.1967905415866484,2.5247321116931816,,,,,,,0.0,0.0,Liverpool,38
Matheus,Nunes,Matheus N.,Defender,MCI,12.513701381682477,14.998057693618946,100.0,100.0,,5.3,2.9,0.0,29.1,154,0,4.5,0.0,0.01,0.07,0.08,,696.0,545.0,131.0,137.6,0.0,1,8,12,28,32,0.0,0.0,0.0,0.0,0.0,0.0,1.9102933703516798,2.7959571120222355,2.351707034193997,2.914976880439758,2.540766984674806,2.4843563119364704,,,,,,,0.0,0.0,Man City,38
Sávio,Moreira de Oliveira,Savinho,Midfielder,MCI,13.302465155912305,14.989395908542255,100.0,100.0,,6.9,0.4,0.0,6.2,43,2,1.8,0.0,0.28,0.18,0.46,,138.6,198.4,321.0,65.8,90.0,1,2,3,7,7,2.0,2.0,0.0,0.0,2.0,0.0,2.787926311476638,2.655331072085332,3.267469391196058,2.2509873237469176,2.340751057407359,1.68693075262995,,,,,,,2.0,2.0,Man City,38
Jeremie,Frimpong,Frimpong,Defender,LIV,13.003174503222288,14.945687720350438,75.0,100.0,,5.7,4.9,0.0,11.1,63,1,3.0,0.0,0.04,0.14,0.18,,133.2,244.6,186.0,56.5,16.0,0,5,5,13,12,0.0,0.0,0.0,0.0,2.0,0.0,2.6243840210317573,3.013945690629788,2.4780308100353463,2.525103172791976,2.36171080873342,1.9425132171281498,,,,,,,0.0,0.0,Liverpool,38
Josh,Acheampong,Acheampong,Defender,CHE,11.805467638989514,14.888227370732203,100.0,100.0,,3.7,1.8,0.0,10.5,39,1,2.3,0.0,0.08,0.02,0.1,,132.6,40.9,70.0,24.4,5.0,1,0,2,13,8,0.0,0.0,0.0,0.0,0.0,0.0,2.115109671777586,2.2518305347272882,2.1717465041358457,2.5836597834058432,2.6831211449429495,3.08275973174269,,,,,,,0.0,0.0,Chelsea,38
Pedro,Cardoso de Lima,Pedro Lima,Defender,WOL,12.197994997815487,14.888163630112459,100.0,100.0,,4.0,0.4,0.0,2.5,10,1,1.1,0.0,0.12,0.13,0.25,,36.4,48.5,39.0,12.3,8.0,0,0,0,6,3,1.0,11.25,1.0,0.0,1.0,0.0,2.0297785728669835,2.353092703089656,2.3388971566561048,2.650157253879934,2.8260693113228075,2.6901686322969725,,,,,,,1.0,11.25,Wolves,38
Pape Matar,Sarr,P.M.Sarr,Midfielder,TOT,11.936495649844712,14.865120853827312,100.0,100.0,,4.5,1.0,0.0,15.8,71,0,2.7,0.0,0.11,0.07,0.18,,336.0,188.3,156.0,68.2,17.0,2,4,3,23,13,2.0,10.588235294117647,0.0,2.0,0.0,0.0,2.2865996209438633,2.489521575960457,2.6204027557606713,2.2201068498207595,2.3198648473589603,2.9286252039826004,,,,,,,2.0,10.588235294117647,Spurs,38
Álex,Jiménez Sánchez,A.Jimenez,Defender,BOU,13.044680199183471,14.853284612083037,0.0,100.0,,4.5,0.1,0.0,16.4,74,0,2.4,0.0,0.04,0.07,0.11,,406.0,269.3,184.0,85.9,0.0,1,2,6,39,26,0.0,0.0,0.0,0.0,0.0,0.0,2.0387108369799796,2.6588006109218982,2.531879823194026,2.724154991754167,3.091133936333399,1.8086044128995657,,,,,,,0.0,0.0,Bournemouth,38
Daichi,Kamada,Kamada,Midfielder,CRY,12.030031616051868,14.84813749349013,100.0,100.0,,5.0,0.1,0.0,13.4,67,1,2.4,0.0,0.08,0.15,0.23,,239.2,350.1,155.0,74.5,45.0,0,2,6,28,22,5.0,10.0,2.0,1.0,2.0,0.0,2.867708830228742,2.9256540723042113,1.6847281681331323,2.3455551674844157,2.2063853779013662,2.8181058774382617,,,,,,,5.0,10.0,Crystal Palace,38
Jorrel,Hato,Hato,Defender,CHE,12.8184853645263,14.845319175589816,100.0,100.0,,4.6,0.2,0.0,4.1,19,0,0.9,0.0,0.02,0.05,0.07,,233.2,114.9,36.0,38.4,51.0,0,0,0,27,12,4.0,7.0588235294117645,0.0,4.0,0.0,0.0,3.0747626307770233,3.042591017398766,1.5974082564622931,2.736221744405567,2.367501715482649,2.0268338110635167,,,,,,,4.0,7.0588235294117645,Chelsea,38
Tanaka,Ao,Tanaka,Midfielder,LEE,12.267367073976855,14.83158246973225,100.0,100.0,,4.8,0.2,0.0,14.0,67,4,2.4,0.0,0.1,0.1,0.2,,224.2,307.6,104.0,63.6,77.0,2,1,3,22,14,12.0,14.025974025974026,3.0,2.0,7.0,2.0,3.0703066489315622,2.859830859680715,1.9249411885981056,2.2076222772461804,2.2046660995202907,2.5642153957553964,,,,,,,12.0,14.025974025974026,Leeds,38
Maxime,Estève,Estève,Defender,BUR,12.472588162510537,14.794503334653797,100.0,100.0,,3.8,7.0,0.0,22.4,85,0,2.5,0.0,0.02,0.02,0.04,,745.4,92.5,97.0,93.7,0.0,0,0,3,70,34,0.0,0.0,0.0,0.0,0.0,0.0,1.8342658475691223,2.83384477815919,2.555468351695339,2.523352934591749,2.7256562504951374,2.3219151721432603,,,,,,,0.0,0.0,Burnley,38
Lamare,Bogarde,Bogarde,Defender,AVL,12.071102881292981,14.783541463699821,100.0,100.0,,4.0,0.5,0.0,10.0,40,2,1.4,0.0,0.0,0.02,0.02,,133.0,59.4,14.0,20.6,72.0,0,0,2,17,11,3.0,3.75,0.0,3.0,4.0,0.0,2.6730007947076224,2.2614686647248536,2.079765109201932,2.33061340226553,2.726254910393044,2.71243858240684,,,,,,,3.0,3.75,Aston Villa,38
Lyle,Foster,Foster,Forward,BUR,12.056636673325874,14.772715222411472,100.0,100.0,,4.9,0.7,0.0,11.8,58,0,2.2,0.0,0.21,0.02,0.23,,219.0,147.0,262.0,62.1,0.0,3,2,4,30,15,0.0,0.0,0.0,0.0,0.0,0.0,1.9352726226727004,2.3687847513437745,2.398684646225555,2.7803423641616956,2.573552288922149,2.7160785490855974,,,,,,,0.0,0.0,Burnley,38
Kepa,Arrizabalaga Revuelta,Arrizabalaga,Goalkeeper,ARS,12.764495654218099,14.762263411360552,,,,4.0,0.4,0.0,0.5,2,2,2.0,0.0,0.0,0.0,0.0,,19.8,0.0,0.0,2.0,90.0,0,0,0,1,1,0.0,0.0,0.0,3.0,8.0,0.0,3.3845767505503686,2.5854019808105586,2.46767479866537,2.149295705869317,2.1775464183224846,1.9977677571424528,,,,,,,0.0,0.0,Arsenal,38
Alex,Tóth,Tóth.A,Midfielder,BOU,11.68729850584472,14.750931737342171,,,,4.9,0.0,0.0,1.6,8,1,0.9,0.0,0.07,0.22,0.29,,18.6,60.2,18.0,9.6,56.0,0,0,0,3,2,5.0,8.035714285714285,0.0,3.0,2.0,0.0,2.744956415854722,2.1477872660897535,1.8517249770247468,2.4934340060425937,2.4493958408329024,3.0636332314974513,,,,,,,5.0,8.035714285714285,Bournemouth,38
Ben,Gannon-Doak,Gannon-Doak,Midfielder,BOU,11.987912604335325,14.735576857251104,100.0,100.0,,4.8,0.0,0.0,2.3,11,1,1.4,0.0,0.22,0.11,0.33,,32.4,17.8,39.0,8.9,33.0,0,1,0,1,0,3.0,8.181818181818182,1.0,0.0,2.0,0.0,2.764505980310271,2.320271782862085,2.1182746361610656,2.4864269324228667,2.298433272579036,2.7476642529157793,,,,,,,3.0,8.181818181818182,Bournemouth,38
Taiwo,Awoniyi,Awoniyi,Forward,NFO,12.04714786182264,14.734961276907079,100.0,100.0,,5.2,0.4,0.0,8.3,43,0,2.5,0.0,0.69,0.14,0.83,,177.2,79.0,235.0,48.4,28.0,4,2,1,4,3,1.0,3.2142857142857144,1.0,0.0,0.0,0.0,2.3455529694934905,2.722921127787117,2.467196517496857,2.1656522686297865,2.34582497841539,2.6878134150844377,,,,,,,1.0,3.2142857142857144,Nott'm Forest,38
Luca,Netz,Netz,Defender,NFO,11.899007984287524,14.710620780833002,,,,4.5,0.0,0.0,2.4,11,1,1.6,0.0,0.0,0.1,0.1,,63.4,30.1,10.0,10.4,27.0,0,0,0,5,3,2.0,6.666666666666667,0.0,2.0,0.0,0.0,2.029410576818039,3.2898173032526863,1.665120196748511,2.2180997930215485,2.696560114446738,2.811612796545479,,,,,,,2.0,6.666666666666667,Nott'm Forest,38
Aaron,Hickey,Hickey,Defender,BRE,11.732739963759416,14.70787896250932,100.0,100.0,,4.0,0.3,0.0,9.2,37,1,1.8,0.0,0.06,0.02,0.08,,101.4,17.1,43.0,16.0,30.0,0,0,2,9,8,2.0,6.0,1.0,1.0,1.0,0.0,2.432467132870859,1.9717389716594305,2.451068402616425,2.155778409449373,2.7216870471633285,2.9751389987499044,,,,,,,2.0,6.0,Brentford,38
Ezri,Konsa Ngoyo,Konsa,Defender,AVL,12.348222558381192,14.66531840064329,100.0,100.0,,4.4,7.0,0.0,22.7,100,0,2.9,0.0,0.04,0.02,0.06,,601.4,108.3,124.0,84.0,0.0,0,1,9,44,34,0.0,0.0,0.0,0.0,0.0,0.0,2.0964730101565694,2.842467444950736,2.314392632539705,2.535907971725308,2.558981499008873,2.3170958422620984,,,,,,,0.0,0.0,Aston Villa,38
Joshua,Zirkzee,Zirkzee,Forward,MUN,11.802737749617558,14.6595083063722,100.0,100.0,,5.8,0.4,0.0,7.2,42,1,1.8,0.0,0.41,0.05,0.46,,164.4,177.7,245.0,58.3,16.0,2,1,2,8,5,0.0,0.0,0.0,0.0,0.0,0.0,2.330975213962909,2.3535709825019726,2.7703617905786784,2.1663104524006047,2.181519310173393,2.8567705567546424,,,,,,,0.0,0.0,Man Utd,38
Facundo,Buonanotte,Buonanotte,Midfielder,LEE,11.662457249440033,14.659139360594935,100.0,100.0,,4.6,0.1,0.0,0.7,3,1,0.8,0.0,0.07,0.31,0.38,,13.2,40.0,21.0,7.4,12.0,0,0,0,4,1,1.0,7.5,0.0,1.0,0.0,0.0,1.9196323518039826,2.156582159118984,2.261935243988125,2.8259880955109224,2.4983193990180195,2.996682111154902,,,,,,,1.0,7.5,Leeds,38
Andrés,García,A.García,Defender,AVL,11.77939262921906,14.645210478891235,100.0,100.0,,3.9,0.2,0.0,1.3,5,1,0.8,0.0,0.0,0.01,0.01,,17.8,3.2,2.0,2.3,45.0,0,0,0,3,1,9.0,18.0,4.0,5.0,2.0,0.0,2.690853769017353,2.2900989462013372,1.7287206895795675,2.3337356771021165,2.735983547318686,2.8658178496721747,,,,,,,9.0,18.0,Aston Villa,38
Sebastiaan,Bornauw,Bornauw,Defender,LEE,11.722948210197398,14.558619383965228,100.0,100.0,,3.8,0.1,0.0,6.6,25,1,2.1,0.0,0.04,0.0,0.04,,98.6,6.3,19.0,12.2,1.0,0,0,2,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.9312890817989175,2.3573804892511383,2.0740969901411503,2.7125675677369543,2.6476140812692366,2.8356711737678295,,,,,,,0.0,0.0,Leeds,38
Ola,Aina,Aina,Defender,NFO,12.067123887842904,14.554222794616498,75.0,75.0,Lack of match fitness - 75% chance of playing,4.7,2.1,0.0,14.3,67,0,3.7,0.0,0.02,0.05,0.07,,285.2,160.3,58.0,50.5,0.0,0,2,6,19,18,0.0,0.0,0.0,0.0,0.0,0.0,1.8209226564489804,2.7431792231375325,2.288786613576837,2.359944055047458,2.8542913396320944,2.4870989067735945,,,,,,,0.0,0.0,Nott'm Forest,38
Pablo Felipe,Pereira de Jesus,Pablo,Forward,WHU,12.809472975298462,14.521402273397511,100.0,100.0,,5.4,0.0,0.0,4.8,26,1,1.9,0.0,0.12,0.12,0.24,,111.8,191.5,108.0,41.3,45.0,0,1,3,12,10,1.0,2.0,0.0,0.0,1.0,0.0,3.2639101187312325,3.0160023543685144,2.516950892431124,1.896836694013002,2.1157729157545884,1.7119292980990486,,,,,,,1.0,2.0,West Ham,38
Oscar,Bobb,Bobb,Midfielder,FUL,12.923380659633805,14.489462174531777,100.0,100.0,,5.1,0.2,0.0,8.2,42,3,1.8,0.0,0.13,0.18,0.31,,140.4,315.4,205.0,66.4,71.0,0,2,4,13,11,5.0,6.338028169014085,0.0,1.0,4.0,0.0,3.382035415364177,3.0517866397405142,2.28216083447309,2.2339038162828277,1.9734939537731973,1.566081514897971,,,,,,,5.0,6.338028169014085,Fulham,38
Abdukodir,Khusanov,Khusanov,Defender,MCI,11.803807580155233,14.485862432491238,100.0,100.0,,5.4,0.7,0.0,12.4,67,0,3.2,0.0,0.04,0.08,0.12,,299.0,112.2,26.0,43.9,0.0,0,0,6,13,15,0.0,0.0,0.0,0.0,0.0,0.0,2.02495936766768,2.802470134654881,2.544936750231336,2.2628953566750063,2.1685459709263295,2.6820548523360053,,,,,,,0.0,0.0,Man City,38
Rayan,Aït-Nouri,Aït-Nouri,Defender,MCI,12.884293222884088,14.485616867768513,100.0,100.0,,5.7,4.1,0.0,10.5,60,1,3.5,0.0,0.05,0.19,0.24,,195.6,216.4,90.0,50.2,13.0,0,2,5,8,12,3.0,20.76923076923077,2.0,1.0,1.0,0.0,2.609333532657342,2.6607306366276293,2.1440146501544213,3.356830673249446,2.113383730195249,1.601323644884426,,,,,,,3.0,20.76923076923077,Man City,38
