first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,player_id,team_code,defcon_actions,defcon_actions_per_90,role,name,season_stats_gw
Bart,Verbruggen,Verbruggen,Goalkeeper,BHA,17.493832086117607,20.507481216019272,,,,4.6,9.3,0.7,28.3,130,2,3.4,3.0,0.0,0.0,0.0,,935.0,10.0,0.0,94.7,90.0,0,0,10,46,38,0.0,0.0,0.0,1.0,10.0,0.0,3.691776692042923,3.8355458891488037,4.247905178450008,2.7765113350990065,2.9420929913768665,3.013649129901667,,,,,,,139,36,0.0,0.0,Goalkeeper,Brighton,38
Leandro,Trossard,Trossard,Midfielder,ARS,16.593755554193798,20.47000520508486,100.0,100.0,,6.6,1.8,0.7,18.0,119,0,3.8,4.5,0.25,0.16,0.41,,494.0,545.5,541.0,158.3,0.0,6,6,11,15,21,0.0,0.0,0.0,0.0,0.0,0.0,3.4933273671443157,3.5781243590217167,2.960581219725286,2.8947654458364607,3.666957162466021,3.8762496508910598,,,,,,,20,3,0.0,0.0,Midfielder,Arsenal,38
Bernd,Leno,Leno,Goalkeeper,FUL,16.766145797160355,20.46469044453365,,,,5.0,2.3,0.7,24.4,122,6,3.2,3.5,0.0,0.0,0.0,,816.2,0.0,0.0,81.5,90.0,0,0,9,51,38,0.0,0.0,0.0,0.0,11.0,0.0,3.6261240446588583,3.8482695483833833,3.595517100426157,2.5166317856500595,3.179603318041897,3.6985446473732955,,,,,,,314,54,0.0,0.0,Goalkeeper,Fulham,38
Caoimhín,Kelleher,Kelleher,Goalkeeper,BRE,16.547587006975206,20.445369797593017,100.0,100.0,,4.8,12.0,1.0,29.8,143,6,3.9,4.8,0.0,0.01,0.01,,913.8,23.0,0.0,93.8,90.0,0,0,10,49,37,0.0,0.0,0.0,3.0,10.0,0.0,3.5612920389449862,3.4319023317592476,3.4430199311238456,2.9099979700217604,3.2013747351253654,3.8977827906178093,,,,,,,101,94,0.0,0.0,Goalkeeper,Brentford,38
Pascal,Struijk,Struijk,Defender,LEE,16.74425180290507,20.421338040334852,75.0,100.0,,4.2,1.9,0.2,25.7,108,1,3.2,0.8,0.09,0.02,0.11,,697.4,161.5,272.0,113.1,90.0,0,1,7,48,33,6.0,6.0,2.0,4.0,2.0,0.0,3.472664852526436,3.6012880260759625,3.4346791713464344,3.0680402308971217,3.167579522059114,3.677086237429783,,,,,,,343,2,6.0,6.0,Defender,Leeds,38
Mads,Hermansen,Hermansen,Goalkeeper,WHU,17.15573176022111,20.406091773460115,,,,4.2,1.0,1.0,18.1,76,7,4.2,4.0,0.0,0.0,0.0,,422.0,20.0,0.0,44.2,90.0,0,1,7,28,18,0.0,0.0,0.0,0.0,12.0,0.0,3.462774553537689,4.160207251795663,3.6819032444375184,2.5704675703913367,3.2803791400589013,3.250360013239006,,,,,,,679,21,0.0,0.0,Goalkeeper,West Ham,38
Adrien,Truffert,Truffert,Defender,BOU,18.139564600703366,20.400190054378857,,,,4.8,5.3,1.4,34.4,165,6,4.3,6.5,0.04,0.08,0.12,,857.0,574.2,194.0,162.6,90.0,1,6,11,51,38,9.0,9.0,7.0,2.0,5.0,0.0,3.461444344030871,3.692096753299801,4.097534690117195,3.342304314979816,3.546184498275684,2.2606254536754897,,,,,,,74,91,9.0,9.0,Defender,Bournemouth,38
Micky,van de Ven,Van de Ven,Defender,TOT,16.458423670769264,20.329723763304717,100.0,100.0,,4.4,17.6,0.6,26.4,116,6,3.3,2.5,0.08,0.01,0.09,,683.4,95.2,218.0,99.6,90.0,4,1,9,50,35,6.0,6.0,0.0,6.0,3.0,0.0,3.4952338653575503,3.4425526869774496,3.2441179779430414,3.091080497639766,3.185438642851458,3.871300092535454,,,,,,,575,6,6.0,6.0,Defender,Spurs,38
Rúben,dos Santos Gato Alves Dias,Rúben,Defender,MCI,17.500794766501013,20.316412616901523,100.0,100.0,,5.5,3.1,0.0,20.5,113,1,4.3,0.2,0.02,0.03,0.05,,560.8,152.2,96.0,81.0,90.0,2,0,12,22,24,3.0,3.0,0.0,3.0,3.0,0.0,4.385062492523746,3.8599921150876266,3.351669451801125,2.843310109606173,3.060760597482343,2.8156178504005087,,,,,,,408,43,3.0,3.0,Defender,Man City,38
Sander,Berge,Berge,Midfielder,FUL,17.511668436066937,20.312312132733346,,,,4.9,0.1,0.2,18.6,91,3,2.6,1.0,0.05,0.05,0.1,,437.8,365.1,105.0,91.0,90.0,0,3,8,45,34,6.0,6.0,1.0,2.0,3.0,0.0,3.5091759602882684,4.384072754435978,4.3620243428621475,2.714267471113688,2.542127907366855,2.8006436966664072,,,,,,,330,54,6.0,6.0,Midfielder,Fulham,38
Valentín,Castellanos,Taty,Forward,WHU,17.132047341900194,20.293490976860785,,,,5.5,0.3,0.7,11.1,61,8,3.4,4.0,0.37,0.05,0.42,,280.6,175.5,595.0,103.9,87.0,6,1,9,16,17,4.0,4.137931034482759,0.0,2.0,2.0,0.0,2.603696424081202,3.466759123893592,3.678498242034719,3.185809999709684,4.197283552180998,3.16144363496059,,,,,,,791,21,4.0,4.137931034482759,Forward,West Ham,38
Florentino Ibrain,Morris Luís,Florentino,Midfielder,BUR,17.49792424391615,20.23397375690181,,,,5.0,0.0,0.6,16.8,84,4,2.7,3.2,0.03,0.02,0.05,,421.0,234.5,56.0,71.4,90.0,0,2,2,45,25,17.0,17.0,4.0,6.0,7.0,2.0,3.3539066170900123,4.382102288534907,4.057800914944357,2.7878176446050245,2.9162967787418497,2.736049512985662,,,,,,,722,90,17.0,17.0,Midfielder,Burnley,38
Richarlison,de Andrade,Richarlison,Forward,TOT,16.12613689584424,20.2064084523469,100.0,100.0,,6.5,8.7,0.8,18.3,119,2,3.7,5.0,0.4,0.07,0.47,,602.6,239.6,815.0,165.2,72.0,11,4,7,27,20,4.0,5.0,0.0,2.0,2.0,0.0,3.3907636036408833,3.0853465687033275,2.8620960368417174,3.157726273011575,3.630204413646738,4.080271556502661,,,,,,,597,6,4.0,5.0,Forward,Spurs,38
William,Saliba,Saliba,Defender,ARS,16.35009395448184,20.096027609639236,100.0,100.0,,6.3,17.1,0.8,21.7,137,0,4.4,4.8,0.03,0.04,0.07,,552.6,201.0,90.0,84.3,0.0,1,0,15,20,30,0.0,0.0,0.0,0.0,0.0,0.0,4.365007553768114,2.988064253096779,2.8758811487470073,3.0851710036866478,3.03596999518329,3.745933655157398,,,,,,,6,3,0.0,0.0,Defender,Arsenal,38
Alexis,Mac Allister,Mac Allister,Midfielder,LIV,16.403007759173647,20.051925657445235,100.0,100.0,,6.1,1.8,0.3,17.7,108,1,2.9,2.0,0.13,0.06,0.19,,475.4,562.2,365.0,139.9,90.0,2,5,7,41,31,4.0,4.0,3.0,1.0,0.0,0.0,4.026528149558196,3.178058504493669,2.977409545384334,2.8843542989914965,3.3366572607459526,3.6489178982715886,,,,,,,386,14,4.0,4.0,Midfielder,Liverpool,38
Felipe,Rodrigues da Silva,Morato,Defender,NFO,16.863363839083714,19.970641476494134,,,,4.3,0.1,0.9,12.3,53,4,2.5,4.0,0.09,0.01,0.1,,371.2,37.6,96.0,50.5,90.0,1,0,2,23,14,12.0,12.0,1.0,11.0,1.0,2.0,3.536174842038812,3.8479421620156673,3.7341917448703774,2.9672058456133876,2.77784924454547,3.107277637410418,,,,,,,511,17,12.0,12.0,Defender,Nott'm Forest,38
Elliot,Anderson,Anderson,Midfielder,NFO,16.295368425387856,19.964882925258777,100.0,100.0,,5.7,9.4,1.2,31.6,180,2,4.7,6.8,0.08,0.13,0.21,,915.2,961.5,310.0,219.0,64.0,4,5,10,50,37,9.0,12.65625,3.0,2.0,4.0,0.0,3.2940069591194074,3.738868136414013,3.097634084491859,3.0414212274835717,3.1234380178790078,3.6695144998709224,,,,,,,517,17,9.0,12.65625,Midfielder,Nott'm Forest,38
Trai,Hume,Hume,Defender,SUN,17.953405647230387,19.939088930372634,,,,4.5,0.3,0.9,24.4,110,8,2.9,4.2,0.07,0.06,0.13,,547.8,421.3,248.0,120.9,90.0,2,1,9,42,34,3.0,3.0,3.0,0.0,2.0,0.0,3.3280311033016248,4.555800091367386,4.256794578349599,2.6431204334675895,3.169659440744188,1.9856832831422464,,,,,,,532,56,3.0,3.0,Defender,Sunderland,38
Karl,Darlow,Darlow,Goalkeeper,LEE,16.623699956416893,19.928814221090562,,,,4.0,6.9,1.0,17.8,71,2,3.2,4.2,0.0,0.0,0.0,,531.4,0.0,0.0,53.4,90.0,0,0,5,27,22,0.0,0.0,0.0,0.0,10.0,0.0,3.8626939731741428,2.6166621093212084,4.253122766456807,2.955427261554141,2.9357938459105926,3.3051142646736693,,,,,,,341,2,0.0,0.0,Goalkeeper,Leeds,38
Malo,Gusto,Gusto,Defender,CHE,17.225759169948432,19.909450878278914,75.0,100.0,,4.8,1.7,0.0,20.0,96,-1,2.8,0.2,0.06,0.12,0.18,,443.6,448.5,205.0,109.8,84.0,2,3,7,36,26,7.0,7.5,2.0,5.0,2.0,0.0,3.4420031306971666,4.249240659095774,3.3851494072336337,3.0348791454279365,3.1144868274939226,2.683691708330481,,,,,,,228,8,7.0,7.5,Defender,Chelsea,38
Adam,Smith,Smith,Defender,BOU,16.044153698367275,19.879826600595532,100.0,100.0,,4.4,0.2,1.1,13.2,58,2,2.6,4.8,0.0,0.02,0.02,,176.2,76.6,18.0,27.1,89.0,0,2,6,16,14,6.0,6.067415730337078,1.0,5.0,3.0,0.0,3.666054295842082,3.176996763734126,2.984233334166158,3.0007464935091455,3.2161228111157616,3.835672902228258,,,,,,,73,91,6.0,6.067415730337078,Defender,Bournemouth,38
Lukas,Nmecha,Nmecha,Forward,LEE,16.034777713236082,19.854450223892385,100.0,100.0,,5.0,0.5,0.2,14.6,73,2,2.4,1.2,0.61,0.13,0.74,,290.4,153.5,434.0,87.8,90.0,6,1,3,23,10,5.0,5.0,1.0,0.0,4.0,0.0,3.747746816324898,3.3859831220284895,3.3793362046850306,2.633629920069994,2.888081650127668,3.8196725106563045,,,,,,,365,2,5.0,5.0,Forward,Leeds,38
Tijjani,Reijnders,Reijnders,Midfielder,MCI,16.72389553242676,19.81828587845277,,,,5.0,8.9,0.2,18.4,92,5,3.3,1.2,0.26,0.13,0.39,,340.0,347.8,435.0,111.2,76.0,5,3,7,18,19,0.0,0.0,0.0,0.0,0.0,0.0,3.0929955147287744,4.012204063582534,2.964449609090352,3.086008546469442,3.568237798555657,3.094390346026009,,,,,,,427,43,0.0,0.0,Midfielder,Man City,38
Marcos,Senesi Barón,Senesi,Defender,BOU,16.417603010203432,19.812101814193667,100.0,100.0,,5.2,22.0,1.3,33.7,175,2,4.7,7.0,0.04,0.13,0.17,,1114.4,367.8,201.0,168.6,90.0,0,6,11,53,37,7.0,7.0,2.0,5.0,5.0,0.0,3.6391131984576557,3.7670714273444097,2.8576091938907315,3.3126679862994908,2.8411412042111435,3.3944988039902357,,,,,,,72,91,7.0,7.0,Defender,Bournemouth,38
Issa,Diop,Diop,Defender,FUL,17.0641842913256,19.729162332924982,,,,4.3,0.1,1.0,7.2,31,15,2.4,4.5,0.09,0.01,0.1,,190.8,8.0,31.0,23.0,85.0,1,0,1,13,8,5.0,5.294117647058823,0.0,5.0,1.0,0.0,3.1643752790250246,4.169782887926514,4.098200056888381,2.6734266711178867,2.958399396367792,2.664978041599384,,,,,,,320,54,5.0,5.294117647058823,Defender,Fulham,38
Chris,Wood,Wood,Forward,NFO,15.897908625958095,19.710812543862446,100.0,100.0,,7.1,4.7,0.2,5.8,41,2,2.7,1.5,0.43,0.03,0.46,,139.0,88.4,266.0,48.0,61.0,3,0,2,14,11,3.0,4.426229508196721,0.0,1.0,2.0,0.0,3.299073833893814,2.7811989242670383,3.3720081698396727,3.266775742495946,3.1788519554616244,3.8129039179043507,,,,,,,525,17,3.0,4.426229508196721,Forward,Nott'm Forest,38
Mikel,Merino Zazón,Merino,Midfielder,ARS,16.04931212040526,19.68297333205041,75.0,100.0,,5.3,0.7,0.0,12.6,67,1,3.0,0.2,0.3,0.13,0.43,,304.4,191.8,244.0,73.6,28.0,4,3,4,10,10,2.0,6.428571428571429,0.0,0.0,2.0,0.0,3.4145778368565676,3.6284808951157954,3.0047033139684056,2.9533676231561006,3.048182451308393,3.6336612116451468,,,,,,,22,3,2.0,6.428571428571429,Midfielder,Arsenal,38
Max,Weiß,Weiss,Goalkeeper,BUR,16.298052137144854,19.564553590918894,,,,4.2,0.2,0.4,1.7,7,3,2.3,1.8,0.0,0.0,0.0,,76.8,10.0,0.0,8.7,90.0,0,0,0,4,3,0.0,0.0,0.0,0.0,8.0,0.0,2.8425858898799885,4.356764347648393,4.182721021719301,2.2531897418426814,2.6627911360544916,3.2665014537740413,,,,,,,183,90,0.0,0.0,Goalkeeper,Burnley,38
Eberechi,Eze,Eze,Midfielder,ARS,15.66656280789566,19.501450803780447,100.0,100.0,,7.3,8.7,0.3,15.5,113,1,3.4,2.5,0.25,0.13,0.38,,393.4,305.7,455.0,115.1,15.0,7,3,11,14,22,3.0,18.0,1.0,1.0,1.0,0.0,3.048598989524041,3.3309654548419156,2.701006828236312,3.0748316192181693,3.511159916075222,3.834887995884787,,,,,,,266,3,3.0,18.0,Midfielder,Arsenal,38
James,Tarkowski,Tarkowski,Defender,EVE,15.896401692237058,19.459638241489607,100.0,100.0,,5.8,12.6,0.9,29.3,170,3,4.6,5.2,0.07,0.06,0.13,,995.6,235.6,422.0,165.7,90.0,2,3,11,48,37,10.0,10.0,1.0,9.0,2.0,2.0,3.6526820055048526,3.2253044291257167,2.738410919013542,3.20907323283359,3.070931105759355,3.5632365492525495,,,,,,,291,11,10.0,10.0,Defender,Everton,38
Robert,Lynch Sánchez,Sánchez,Goalkeeper,CHE,16.442216854208617,19.420037992642566,100.0,100.0,,4.8,10.3,0.3,23.5,113,2,3.2,1.2,0.0,0.0,0.0,,822.2,50.0,0.0,86.7,90.0,0,1,9,49,35,0.0,0.0,0.0,0.0,14.0,0.0,3.5556258220860637,3.5718148517759976,3.2994537739730103,3.01667444182477,2.998647964548776,2.977821138433949,,,,,,,220,8,0.0,0.0,Goalkeeper,Chelsea,38
Ferdi,Kadıoğlu,F.Kadıoğlu,Defender,BHA,16.75830117127106,19.364022610660445,,,,4.5,1.4,0.6,26.2,118,1,3.2,2.5,0.06,0.1,0.16,,505.0,444.8,284.0,123.7,90.0,1,2,10,41,34,4.0,4.0,1.0,3.0,3.0,0.0,3.513139797106169,3.8762202172490756,3.6661612780678925,2.9388741181474893,2.7639057607004354,2.6057214393893853,,,,,,,148,36,4.0,4.0,Defender,Brighton,38
Đorđe,Petrović,Petrović,Goalkeeper,BOU,16.32480873473594,19.359235942988786,,,,4.6,5.2,1.0,27.0,124,3,3.3,4.5,0.0,0.0,0.0,,822.6,0.0,0.0,82.4,90.0,0,0,11,54,38,0.0,0.0,0.0,2.0,8.0,0.0,3.7477454511162627,2.652367924011998,3.9559818071261024,3.104118038898217,2.864595513583362,3.034427208252846,,,,,,,67,91,0.0,0.0,Goalkeeper,Bournemouth,38
Michael,Kayode,Kayode,Defender,BRE,15.929517896188674,19.35726103674045,100.0,100.0,,4.6,1.0,0.4,24.6,113,2,3.1,2.0,0.04,0.08,0.12,,613.8,470.2,130.0,121.7,90.0,1,2,10,49,37,5.0,5.0,3.0,2.0,4.0,0.0,3.272749826197041,3.711220141110038,2.9577634557778345,3.2285252371713806,2.7592592359323787,3.427743140551777,,,,,,,110,94,5.0,5.0,Defender,Brentford,38
Callum,Wilson,Wilson,Forward,WHU,16.149634990803513,19.311294975041818,100.0,100.0,,5.8,0.6,0.4,13.8,80,5,2.5,2.2,0.55,0.04,0.59,,305.2,109.0,509.0,91.1,45.0,7,2,1,24,11,2.0,4.0,0.0,1.0,1.0,0.0,3.3253210790407617,3.1413596197153053,3.3080398466042205,2.5497816132229136,3.8251328322203113,3.161659984238306,,,,,,,671,21,2.0,4.0,Forward,West Ham,38
Axel,Disasi,Disasi,Defender,WHU,16.45782027324769,19.302889835341617,,,,4.5,0.2,0.6,10.9,49,6,3.5,2.5,0.08,0.0,0.08,,220.8,19.9,84.0,32.4,90.0,0,0,6,17,14,2.0,2.0,0.0,2.0,3.0,0.0,2.9921367612253196,4.1559452991659755,3.6991468406864088,2.6387487382452375,2.9718426339247497,2.8450695620939275,,,,,,,815,21,2.0,2.0,Defender,West Ham,38
Senne,Lammens,Lammens,Goalkeeper,MUN,15.93484994562472,19.29654534346108,,,,5.1,3.6,0.9,21.4,109,6,3.4,4.5,0.0,0.0,0.0,,635.6,0.0,2.0,63.7,90.0,0,0,8,39,32,0.0,0.0,0.0,0.0,5.0,0.0,3.6397887197419387,2.5226522251319192,3.8835602569090666,2.973529695164669,2.9153190486771265,3.3616953978363617,,,,,,,733,1,0.0,0.0,Goalkeeper,Man Utd,38
James,Hill,Hill,Defender,BOU,16.1801302310388,19.27687156218752,,,,4.2,7.4,1.2,26.2,110,3,3.8,5.0,0.04,0.05,0.09,,579.4,161.7,119.0,86.3,90.0,0,3,8,24,22,10.0,10.0,0.0,10.0,2.0,2.0,3.8275902665496777,3.1419627315010645,3.3281654987668623,3.0507954261004375,2.831616308120756,3.096741331148722,,,,,,,77,91,10.0,10.0,Defender,Bournemouth,38
Lutsharel,Geertruida,Geertruida,Defender,SUN,17.02655757326775,19.23195635959253,,,,4.5,0.1,0.5,12.2,55,1,2.0,2.2,0.04,0.05,0.09,,274.6,135.7,102.0,51.2,90.0,0,0,3,23,17,2.0,2.0,1.0,1.0,2.0,0.0,3.4584273395958007,4.346104496802395,4.198014773877512,2.5366080264423694,2.48740293654967,2.2053987863247837,,,,,,,724,56,2.0,2.0,Defender,Sunderland,38
Chadi,Riad Dnanou,Chadi Riad,Defender,CRY,16.031665924762276,19.22114522578733,100.0,100.0,,4.0,0.1,0.3,5.0,20,3,2.2,1.2,0.05,0.02,0.07,,117.8,23.9,41.0,18.3,90.0,0,1,1,8,6,12.0,12.0,2.0,10.0,10.0,2.0,3.5956878988303225,2.7564659825667803,3.3418596231936353,3.4675151534999533,2.8701372666715868,3.189479301025053,,,,,,,262,31,12.0,12.0,Defender,Crystal Palace,38
Brian,Brobbey,Brobbey,Forward,SUN,16.14518508919042,19.145475684282147,100.0,100.0,,5.3,0.9,0.7,17.4,92,5,3.0,3.8,0.28,0.03,0.31,,333.4,200.5,552.0,106.7,60.0,7,2,6,30,22,2.0,3.0,0.0,1.0,1.0,0.0,2.9125908191277596,3.484365548765978,2.7225349468509106,3.7754571079375996,3.2502366665081714,3.000290595091727,,,,,,,730,56,2.0,3.0,Forward,Sunderland,38
Bruno,Guimarães Rodriguez Moura,Bruno G.,Midfielder,NEW,15.634951399049744,19.141592428508453,100.0,100.0,,6.9,6.5,0.6,22.3,154,1,5.3,4.2,0.2,0.18,0.38,,782.4,756.7,488.0,202.9,65.0,9,7,6,37,27,4.0,5.538461538461538,0.0,0.0,4.0,0.0,2.9103639833120254,3.285043581072717,2.1102244990331775,3.386037705799961,3.943281629831863,3.50664102945871,,,,,,,488,4,4.0,5.538461538461538,Midfielder,Newcastle,38
Loum,Tchaouna,Tchaouna,Midfielder,BUR,16.748780431413678,19.045721015606674,,,,4.8,0.0,0.9,12.3,59,5,2.0,4.2,0.09,0.07,0.16,,185.8,231.1,173.0,59.3,74.0,2,2,2,24,14,2.0,2.4324324324324325,0.0,0.0,2.0,0.0,3.229926377171353,5.103653871480491,2.723701117979021,2.628619835877846,3.0628792289049676,2.2969405841929946,,,,,,,210,90,2.0,2.4324324324324325,Midfielder,Burnley,38
Konstantinos,Mavropanos,Mavropanos,Defender,WHU,15.532759347067426,18.9674139999701,100.0,100.0,,4.5,2.6,0.8,27.1,122,8,3.9,3.5,0.09,0.02,0.11,,777.2,66.6,294.0,113.8,90.0,3,0,6,44,27,12.0,12.0,1.0,11.0,5.0,2.0,3.4092430638465716,3.354509567089492,3.4569352385601526,2.3298125921796613,2.9822588853915475,3.4346546529026725,,,,,,,606,21,12.0,12.0,Defender,West Ham,38
Diego,Gómez Amarilla,Gomez,Midfielder,BHA,15.454210326510674,18.87482031384497,100.0,100.0,,4.9,0.4,0.1,19.8,97,1,3.0,0.5,0.27,0.07,0.34,,438.2,319.7,432.0,119.0,58.0,5,1,8,29,26,9.0,13.96551724137931,1.0,2.0,6.0,0.0,3.1695805710952536,3.190213044602302,2.584692268370527,2.851660501736608,3.6580639407059827,3.420609987334296,,,,,,,169,36,9.0,13.96551724137931,Midfielder,Brighton,38
Ladislav,Krejcí,Krejčí,Defender,WOL,16.082438412351383,18.865688909239893,100.0,100.0,,4.5,0.1,0.4,15.1,68,6,2.4,2.0,0.09,0.06,0.15,,536.6,147.5,278.0,96.6,65.0,2,2,3,46,27,7.0,9.692307692307692,1.0,6.0,3.0,0.0,4.388814656855365,3.8563159711956048,2.266802391653324,2.7385658061818976,2.8319395864651904,2.783250496888511,,,,,,,709,39,7.0,9.692307692307692,Defender,Wolves,38
José,Malheiro de Sá,José Sá,Goalkeeper,WOL,15.67857301113621,18.86416964196204,100.0,100.0,,4.2,1.1,0.5,16.2,68,6,3.0,2.2,0.0,0.0,0.0,,514.2,10.0,0.0,52.8,90.0,0,0,4,37,23,0.0,0.0,1.0,2.0,15.0,0.0,3.451741872249628,2.846035223535019,3.437878433037803,2.7960013336194445,3.1469161486943147,3.1855966308258283,,,,,,,628,39,0.0,0.0,Goalkeeper,Wolves,38
Robin,Roefs,Roefs,Goalkeeper,SUN,15.32568489291721,18.850396468235864,100.0,100.0,,4.8,8.0,0.7,28.3,136,2,3.9,3.5,0.0,0.0,0.0,,881.6,50.0,0.0,93.1,90.0,0,0,10,46,35,0.0,0.0,0.0,0.0,6.0,0.0,3.831723104611982,2.920886141866683,2.982102479352885,2.4010801703850677,3.189892996700591,3.5247115753186535,,,,,,,670,56,0.0,0.0,Goalkeeper,Sunderland,38
Yéremy,Pino Santos,Yeremy,Midfielder,CRY,15.650390375533634,18.80530608143761,100.0,100.0,,5.8,0.2,0.2,13.3,77,4,2.3,1.4,0.2,0.27,0.47,,325.8,718.4,371.0,141.4,45.0,2,2,7,28,26,2.0,4.0,0.0,0.0,2.0,0.0,3.481362470848334,3.3160681202996756,2.8145391885697837,2.6169716848990268,3.421448910916814,3.1549157059039747,,,,,,,712,31,2.0,4.0,Midfielder,Crystal Palace,38
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Midfielder,TOT,15.55370963727923,18.76681391130523,100.0,100.0,,5.5,0.9,0.9,22.9,126,12,3.8,5.2,0.11,0.03,0.14,,638.0,147.8,295.0,108.3,90.0,5,3,5,37,23,17.0,17.0,4.0,8.0,5.0,2.0,3.3346505902148733,2.6370950998876683,3.591917003810798,2.454315118818963,3.535731824546926,3.2131042740260014,,,,,,,673,6,17.0,17.0,Midfielder,Spurs,38
Calvin,Bassey,Bassey,Defender,FUL,15.317606083802477,18.740657708140965,100.0,100.0,,4.4,0.8,0.6,23.4,103,6,3.4,2.8,0.06,0.01,0.07,,574.0,152.2,115.0,84.5,90.0,1,1,7,40,28,6.0,6.0,2.0,4.0,5.0,0.0,3.6521270860463084,2.887730613366212,3.2362048913005923,2.2452922560637347,3.29625123702563,3.4230516243384868,,,,,,,318,54,6.0,6.0,Defender,Fulham,38
Vitaly,Janelt,Janelt,Midfielder,BRE,16.37576764823615,18.677676478242475,100.0,100.0,,4.9,0.1,0.2,15.1,74,1,3.0,1.0,0.05,0.14,0.19,,350.4,351.8,97.0,79.0,90.0,1,4,5,21,15,10.0,10.0,3.0,1.0,6.0,0.0,3.5975549704169163,3.6807385770368546,3.39226320263524,2.9693002008353493,2.7359106973117893,2.301908830006325,,,,,,,125,94,10.0,10.0,Midfielder,Brentford,38
Gabriel,Martinelli Silva,Martinelli,Midfielder,ARS,16.056492534873314,18.647345787230527,100.0,100.0,,6.8,0.9,0.3,8.4,57,7,1.9,2.0,0.35,0.11,0.46,,204.6,202.2,390.0,79.0,90.0,1,5,2,8,11,4.0,4.0,0.0,0.0,4.0,0.0,3.4727033592571157,3.2907719334561216,3.182985786317776,3.1525520480846008,2.957479407757699,2.5908532523572125,,,,,,,19,3,4.0,4.0,Midfielder,Arsenal,38
Lewis,Hall,Hall,Defender,NEW,16.590306291080964,18.644001121650817,100.0,100.0,,5.3,3.3,0.2,14.9,79,1,2.6,1.2,0.04,0.11,0.15,,550.2,433.6,196.0,118.0,90.0,1,2,4,39,24,7.0,7.0,1.0,6.0,5.0,0.0,3.835957080188313,3.560057408944027,2.9545780073990566,3.288041745039542,2.9516720495100275,2.053694830569852,,,,,,,473,4,7.0,7.0,Defender,Newcastle,38
Norberto Bercique,Gomes Betuncal,Beto,Forward,EVE,15.19411728988134,18.63563047308252,100.0,100.0,,5.1,3.3,0.6,20.4,104,1,2.8,3.0,0.52,0.01,0.53,,445.8,159.8,655.0,124.5,6.0,9,1,5,19,17,0.0,0.0,0.0,0.0,0.0,0.0,2.27550200070775,3.4851501536572913,3.3101596399574693,2.6313478854264862,3.491957610132345,3.4415131832011814,,,,,,,311,11,0.0,0.0,Forward,Everton,38
Carlos Henrique,Casimiro,Casemiro,Midfielder,MUN,15.553374365483084,18.597664138090177,0.0,100.0,,5.8,3.8,0.2,28.4,165,0,4.9,1.2,0.19,0.11,0.3,,903.6,536.1,585.0,202.8,0.0,9,4,9,32,33,0.0,0.0,0.0,0.0,0.0,0.0,2.6460113855431877,3.474235415207312,3.331134372909896,2.774969905092726,3.327023286729962,3.044289772607094,,,,,,,457,1,0.0,0.0,Midfielder,Man Utd,38
Mathias,Jensen,Jensen,Midfielder,BRE,15.873723088910761,18.55254181944914,,,,4.9,0.1,0.6,20.0,98,2,2.7,2.8,0.09,0.24,0.33,,435.6,632.7,201.0,126.9,82.0,3,2,9,33,26,7.0,7.682926829268292,1.0,1.0,5.0,0.0,3.6365654182609495,3.3186359851015985,3.0411615684760074,2.794642481844156,3.0827176352280503,2.678818730538379,,,,,,,126,94,7.0,7.682926829268292,Midfielder,Brentford,38
Nick,Pope,Pope,Goalkeeper,NEW,15.65768594712226,18.529710146571322,100.0,100.0,,5.0,4.5,0.6,19.2,96,2,3.6,3.0,0.01,0.0,0.01,,671.0,0.0,35.0,70.7,90.0,0,1,7,38,27,0.0,0.0,0.0,1.0,12.0,0.0,3.592078339362469,2.9235429135542965,3.120232927567578,2.8605196832643958,3.161312083373521,2.872024199449062,,,,,,,469,4,0.0,0.0,Goalkeeper,Newcastle,38
Timothy,Castagne,Castagne,Defender,FUL,16.11196201320198,18.457677759420022,,,,4.3,0.2,0.9,14.2,61,8,2.0,4.0,0.07,0.07,0.14,,373.0,292.2,195.0,86.2,90.0,0,2,3,31,20,6.0,6.0,2.0,4.0,2.0,0.0,3.685704076561088,3.9678394761413753,3.3721784236988452,2.379686630481311,2.706553406319358,2.345715746218044,,,,,,,319,54,6.0,6.0,Defender,Fulham,38
